[Fri Oct 06 15:36:54.414044 2017] [:error] [pid 28389] [client 171.49.221.151:51095] PHP Fatal error:  Class 'App\\Http\\Controllers\\DB' not found in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 27
[Thu Oct 12 18:55:10.666501 2017] [:error] [pid 18036] [client 144.48.49.125:65031] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:55:56.688796 2017] [:error] [pid 17875] [client 144.48.49.125:12273] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:55:59.043247 2017] [:error] [pid 18145] [client 144.48.49.125:12282] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:56:00.912660 2017] [:error] [pid 18213] [client 144.48.49.125:12434] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:56:36.445576 2017] [:error] [pid 18133] [client 144.48.49.125:14531] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:56:37.105910 2017] [:error] [pid 18097] [client 144.48.49.125:14536] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:56:37.533716 2017] [:error] [pid 18224] [client 144.48.49.125:14580] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:56:37.908364 2017] [:error] [pid 18036] [client 144.48.49.125:14615] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 81
[Thu Oct 12 18:57:37.316908 2017] [:error] [pid 18292] [client 144.48.49.125:18505] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 82
[Thu Oct 12 18:57:39.036661 2017] [:error] [pid 18284] [client 144.48.49.125:18514] PHP Parse error:  syntax error, unexpected '$lastsectionid' (T_VARIABLE) in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 82
[Thu Oct 12 18:58:04.094420 2017] [:error] [pid 18360] [client 144.48.49.125:20510] PHP Parse error:  syntax error, unexpected '}' in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 90
[Thu Oct 12 18:58:05.881915 2017] [:error] [pid 18358] [client 144.48.49.125:20525] PHP Parse error:  syntax error, unexpected '}' in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 90
[Fri Oct 13 16:17:44.293423 2017] [:error] [pid 5658] [client 171.49.203.106:54335] PHP Fatal error:  Call to a member function count() on array in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 73, referer: http://lara55.stridecdev.com/quotation/create
[Fri Oct 13 16:20:22.821438 2017] [:error] [pid 6577] [client 171.49.203.106:55027] PHP Fatal error:  Call to a member function count() on array in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 73, referer: http://lara55.stridecdev.com/quotation/create
[Fri Oct 13 21:55:20.567686 2017] [:error] [pid 19739] [client 157.50.10.184:62278] PHP Fatal error:  Class 'App\\Http\\Controllers\\Session' not found in /var/www/lara55/app/Http/Controllers/QuotationController.php on line 122, referer: http://lara55.stridecdev.com/quotation/create
[Mon Oct 16 13:47:32.348754 2017] [:error] [pid 27534] [client 157.50.21.45:53241] PHP Parse error:  syntax error, unexpected ')' in /var/www/lara55/storage/framework/views/fcb662574a98655ffce68b614d75b6eb06e05d86.php on line 105
[Mon Oct 16 13:47:32.358434 2017] [:error] [pid 27534] [client 157.50.21.45:53241] PHP Fatal error:  Uncaught exception 'ErrorException' with message 'ob_end_flush(): failed to send buffer of zlib output compression (1)' in /var/www/lara55/vendor/symfony/http-foundation/Response.php:1266\nStack trace:\n#0 [internal function]: Illuminate\\Foundation\\Bootstrap\\HandleExceptions->handleError(8, 'ob_end_flush():...', '/var/www/lara55...', 1266, Array)\n#1 /var/www/lara55/vendor/symfony/http-foundation/Response.php(1266): ob_end_flush()\n#2 /var/www/lara55/vendor/symfony/http-foundation/Response.php(389): Symfony\\Component\\HttpFoundation\\Response::closeOutputBuffers(0, true)\n#3 /var/www/lara55/vendor/laravel/framework/src/Illuminate/Foundation/Bootstrap/HandleExceptions.php(112): Symfony\\Component\\HttpFoundation\\Response->send()\n#4 /var/www/lara55/vendor/laravel/framework/src/Illuminate/Foundation/Bootstrap/HandleExceptions.php(89): Illuminate\\Foundation\\Bootstrap\\HandleExceptions->renderHttpResponse(Object(Symfony\\Component\\Debug\\Exception\\FatalErrorException))\n#5 /var/www/lara55/vendor/laravel/framework/src/Illuminat in /var/www/lara55/vendor/symfony/http-foundation/Response.php on line 1266
[Mon Oct 16 13:47:44.830768 2017] [:error] [pid 26861] [client 157.50.21.45:55502] PHP Parse error:  syntax error, unexpected ')' in /var/www/lara55/storage/framework/views/fcb662574a98655ffce68b614d75b6eb06e05d86.php on line 105
[Mon Oct 16 13:47:44.833680 2017] [:error] [pid 26861] [client 157.50.21.45:55502] PHP Fatal error:  Uncaught exception 'ErrorException' with message 'ob_end_flush(): failed to send buffer of zlib output compression (1)' in /var/www/lara55/vendor/symfony/http-foundation/Response.php:1266\nStack trace:\n#0 [internal function]: Illuminate\\Foundation\\Bootstrap\\HandleExceptions->handleError(8, 'ob_end_flush():...', '/var/www/lara55...', 1266, Array)\n#1 /var/www/lara55/vendor/symfony/http-foundation/Response.php(1266): ob_end_flush()\n#2 /var/www/lara55/vendor/symfony/http-foundation/Response.php(389): Symfony\\Component\\HttpFoundation\\Response::closeOutputBuffers(0, true)\n#3 /var/www/lara55/vendor/laravel/framework/src/Illuminate/Foundation/Bootstrap/HandleExceptions.php(112): Symfony\\Component\\HttpFoundation\\Response->send()\n#4 /var/www/lara55/vendor/laravel/framework/src/Illuminate/Foundation/Bootstrap/HandleExceptions.php(89): Illuminate\\Foundation\\Bootstrap\\HandleExceptions->renderHttpResponse(Object(Symfony\\Component\\Debug\\Exception\\FatalErrorException))\n#5 /var/www/lara55/vendor/laravel/framework/src/Illuminat in /var/www/lara55/vendor/symfony/http-foundation/Response.php on line 1266
[Mon Oct 16 14:20:51.889274 2017] [:error] [pid 3217] [client 171.49.164.56:53916] PHP Parse error:  syntax error, unexpected ')' in /var/www/lara55/storage/framework/views/fcb662574a98655ffce68b614d75b6eb06e05d86.php on line 105
